index,isbn,book_title,book_author,Category,year_of_publication
27828,141301104,The Witches (Puffin Novels),Roald Dahl,['Juvenile Fiction'],1998
27860,141310685,Westmark,Lloyd Alexander,['Juvenile Fiction'],2002
27863,014143967X,Hard Times,Charles Dickens,['Fiction'],2003
27865,142001740,The Secret Life of Bees,Sue Monk Kidd,['Fiction'],2003
28480,014230218X,The Dreaming Place,Charles De Lint,['Juvenile Fiction'],2002
28494,304345350,Dictionary of Superstitions,David Pickering,['Social Science'],1996
28507,312148267,The Wind in the Willows,Kenneth Grahame,9,1996
28508,312151144,Dreamhouse,Alison Habens,['Fiction'],1997
28516,312156960,The Winter King: A Novel of Arthur (The Warlord Chronicles: I),Bernard Cornwell,9,1997
28531,312305060,The Hours: A Novel,Michael Cunningham,['Fiction'],2002
28825,312863934,Yarrow,Charles de Lint,['Fiction'],1997
28834,312865104,Greenmantle,Charles de Lint,9,1998
28840,312868332,The Tooth Fairy,Graham Joyce,['Fiction'],1999
28855,312869592,Jack of Kinrowan : Jack the Giant-Killer and Drink Down the Moon,Charles de Lint,['Fiction'],1999
28861,312873972,The Onion Girl,Charles De Lint,9,2001
28870,312874014,Tapping the Dream Tree,Charles de Lint,9,2002
28878,312875681,Forests of the Heart (Newford),Charles de Lint,['Fiction'],2001
28893,312890044,Moonheart (Newford),Charles de Lint,['Fiction'],1994
28918,312974221,Between Husbands & Friends,Nancy Thayer,['Fiction'],2001
28927,316569321,White Oleander : A Novel,Janet Fitch,9,1999
29192,340718153,My Legendary Girlfriend,Mike Gayle,9,2002
29211,345294688,Bloodcurdling Tales of Horror,H. P. Lovecraft,9,1982
29215,345342445,Citizen of the Galaxy,ROBERT A. HEINLEIN,9,1987
29223,345350499,The Mists of Avalon,MARION ZIMMER BRADLEY,['FICTION'],1987
29404,345350596,Star Beast,ROBERT A. HEINLEIN,9,1987
29413,345357019,Roofworld,Christopher Fowler,['Fiction'],1988
29416,345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,['Fiction'],1993
29659,345387651,The Cider House Rules,John Irving,['Fiction'],1994
29911,034543014X,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure (The 'Good Parts' Version),William Goldman,['Fiction'],1998
29921,034543191X,The King of Elfland's Daughter (Del Rey Impact),Edward John Moreton Drax Plunkett Dunsany,['Fiction'],1999
29927,345434803,"The Vampire Armand (The Vampire Chronicles, Book 6)",Anne Rice,9,2000
29988,373030959,"Unfriendly Proposition (Harlequin Romance, No 3095)",Jessica Steele,9,1990
29997,373031106,"Fair Trial (Harlequin Romance, No 3110)",Elizabeth Duke,['Fiction'],1991
29999,373033605,"Brief Encounter (Sealed With A Kiss) (Harlequin Romance, No 3360)",Catherine George,9,1995
30003,373033923,"Husband Material (Holding Out For A Hero) (Harlequin Romance, No 3392)",Emma Goldrick,['Fiction'],1995
30007,373063040,"Heart's Command (Medical Romance, #4)",Meredith Webber,9,2001
30009,373072430,"Summer Of The Wolf (Silhouette Intimate Moments, No 243)",Patricia Gardner Evans,9,1988
30011,373075502,"Uncertain Angels (Silhouette Intimate Moments, No 7550)",Kim Cates,9,1994
30014,037307848X,"Overnight Alibi (Intimate Moments, No 848)",Marilyn Pappano,9,1998
30016,373162669,"Always A Bridesmaid (Harlequin American Romance, No 266)",Julie Kistler,['Fiction'],1988
30017,373166613,"Cowboy Groom (4 Brides For 4 Brothers) (American Romance, No 661)",Judy Christenberry,['Fiction'],1996
30019,373218400,Table For Two,Nora Roberts,['Fiction'],2002
30131,373224540,"Watch Over Me  (Rocky Mountain Rescue) (Harlequin Intrigue, No 454)",David Bishop,['Fiction'],1998
30137,373226063,Bayou Blood Brothers: Tyler/Nick/Jules (Harlequin Intrigue 606),Rebecca York,9,2001
30158,373226071,Nighttime Guardian (Harlequin Intrigue 607),Amanda Stevens,['Fiction'],2001
30176,373226144,"Familiar Lullaby (Fear Familiar) (Harlequin Intrigue, No 614)",Caroline Burnes,['Fiction'],2001
30211,373226276,"His Only Desire (Double Exposure) (Intrigue, 627)",Adrianne Lee,['Fiction'],2001
30219,373241739,"Stallion Tamer (Cowboys Of The Southwest) (Special Edition , No 1173)",Lindsay McKenna,['Fiction'],1998
30223,373242034,"From House Calls To Husband (Prescription: Marriage) (Silhouette Special Edition , No 1203)",Michael Flynn,['Fiction'],1998
30227,373242077,"Family Kind Of Gal (That Special Woman!/Forever Family) (Silhouette Special Edition, 1207)",Steve Jackson,9,1998
30234,373242441,"Dream Groom  (Brides Of Bradley House) (Silhouette Special Edition, 1244)",Susan Mallery,9,1999
30242,373243944,"Do You Take This Rebel? (The Calamity Janes) (Silhouette Special Edition, No 1394)",Janet Woods,['Fiction'],2001
30247,373243952,"Ties That Bind (A Family Bond) (Silhouette Special Edition, No 1395)",Ginna Gray,['Fiction'],2001
30251,373243979,"Race To The Altar (Silhouette Special Edition, No 1397)",Patricia Hagan,9,2001
30254,037326240X,Meadowlark (Worldwide Library Mysteries),Sheila Simonson,9,1997
30257,373600739,Falling Angel (Rita Award),Anne Stuart,9,1995
30264,373650132,Marriage By Contract  (36 Hours) (Harlequin 36 Hours),Sandra Steffen,['Fiction'],1998
30266,373707010,"Hot & Bothered (Women Who Dare) (Harlequin Superromance, No 701)",Ann Evans,9,1996
30273,373707266,"40 Tons Of Trouble (Women Who Dare) (Harlequin Super Romance, No 726)",Michael Flynn,['Fiction'],1997
30280,373707290,"Another Man'S Child (9 Months Later) (Harlequin Super Romance, No 729)",Tara Taylor Quinn,['Fiction'],1997
30286,373707711,"Father Of Two (The Daddy School) (Harlequin Superromance, No 771)",Caroline Arnold,['Fiction'],1997
30289,373708130,"Julia (Circle Of Friends) (Harlequin Superromance, 813)",Shannon Waverly,['Fiction'],1998
30304,373708149,"O Little Town Of Glory  (Men Of Glory) (Harlequin Superromance, 814)",Judith Bowen,['Fiction'],1998
30315,037370951X,First Family Of Texas (Home On The Ranch) (Harlequin Super Romance),K. N. Casper,9,2000
30322,373709625,"Fully Engaged (Harlequin Super Romance, No. 962)",Eve Gaddy,9,2001
30326,373709889,"Now That You'Re Here (Harlequin Superromance, No 988)",Lynnette Kent,9,2001
30329,373810431,Expiration Date (Men at Work),Aimee Thurlo,9,1998
30330,373810482,Miracle (Men at Work),Muriel Jensen,9,1998
30332,373810601,Hotshot,Kathleen Korbel,['Michigan'],1990
30333,373822405,Out of Danger,Beverly Barton,['Foster mothers'],2000
30336,373822456,The Return of Caine O'Halloran,JoAnn Ross,9,2000
30337,373825617,Contract: Paternity (Delta Justice) (Harlequin Delta Justice),Jasmne Cresswell,9,1997
30339,373825692,"For The Love Of Beau (Delta Justice) (Delta Justice , No 9)",Margaret St. George,9,1998
30341,373834446,The Nonesuch,Georgette Heyer,9,2000
30347,373834454,Convenient Marriage,Georgette Heyer,9,2000
30356,373834462,Cousin Kate,Georgette Heyer,9,2000
30365,373834489,Corinthian,Georgette Heyer,9,2000
30375,373834543,The First Man You Meet / Jacob's Girls,Debbie Macomber,['Fiction'],2001
30385,373835493,The Foundling,Georgette Heyer,['Fiction'],2003
30390,373835558,Arabella,Georgette Heyer,['Fiction'],2003
30391,373835582,The Black Moth,Georgette Heyer,9,2003
30395,373835590,These Old Shades,Georgette Heyer,9,2003
30398,373836023,Powder and Patch,Georgette Heyer,['Fiction'],2004
30401,375503269,Anonymous Rex: A Detective Story,Eric Garcia,['Fiction'],1999
30424,375503838,The Very Persistent Gappers of Frip,George Saunders,['Fiction'],2000
30433,375713549,Fletch (Vintage Crime/Black Lizard),Gregory McDonald,['Fiction'],2002
30445,375724370,Anil's Ghost (Vintage International),Michael Ondaatje,['Fiction'],2001
30503,375751513,The Picture of Dorian Gray (Modern Library (Paperback)),OSCAR WILDE,['Fiction'],1998
30529,375756469,Women,Annie Leibovitz,9,2000
30530,375801677,The Iron Giant,Ted Hughes,['Juvenile Fiction'],1999
30531,375814248,James and the Giant Peach,ROALD DAHL,9,2002
30533,375823352,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,9,2002
30542,037582345X,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,9,2002
30559,375823468,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,['Juvenile Fiction'],2002
30566,038070174X,The Ambassador's Women,Catherine Gaskin,['Fiction'],1990
30567,380730448,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole",Sue Townsend,['Fiction'],1997
30586,380789019,Neverwhere,Neil Gaiman,['Fiction'],1998
30823,380789035,American Gods,Neil Gaiman,['Fiction'],2002
31125,380810492,He Could Be the One (Avon Light Contemporary Romances),Elizabeth Bevarly,['Fiction'],2001
31140,380817845,Man at Work (Avon Light Contemporary Romances),Elaine Fox,9,2002
31158,380973634,Neverwhere,Neil Gaiman,9,1997
31171,380973650,American Gods: A Novel,Neil Gaiman,['Fiction'],2001
31236,380973839,Martian Chronicles,Ray Bradbury,['Fiction'],1997
31238,380977281,Stardust,Neil Gaiman,['Fiction'],1999
31249,380977788,Coraline,Neil Gaiman,['Juvenile Fiction'],2002
31364,038097827X,The Wolves in the Walls,Neil Gaiman,['Fiction'],2003
31369,385134681,Family Affairs,Catherine Gaskin,['Families'],1980
31370,385327773,The Great God Pan,Donna Jo Napoli,['Juvenile Fiction'],2003
31371,038533348X,Cat's Cradle,Kurt Vonnegut,['Fiction'],1998
31415,038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,9,1995
31536,394586239,Possession: A Romance,A. S. Byatt,9,1990
31541,399146431,The Bonesetter's Daughter,Amy Tan,['Fiction'],2001
31658,399501487,Lord of the Flies,William Gerald Golding,['Fiction'],1959
31893,413537900,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,['Adolescence'],1982
31959,425145638,Fatal Cure,Robin Cook,9,1997
32054,425177009,Lavender Lies: A China Bayles Mystery (Prime Crime Mysteries),Susan Wittig Albert,['Fiction'],2000
32080,439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,['Juvenile Fiction'],1999
32250,439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,9,2000
32601,439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,['Juvenile Fiction'],1999
32798,439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,9,2001
33024,439139597,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,['Juvenile Fiction'],2000
33218,043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,['Juvenile Fiction'],2003
33552,439510112,Born Confused,Tanuja Desai Hidier,['Juvenile Fiction'],2003
33568,044018293X,Suffer the Children,John Saul,9,1986
33588,440211263,Circle of Friends,Maeve Binchy,['Fiction'],1991
33817,440241413,Confessions of a Shopaholic,SOPHIE KINSELLA,['Fiction'],2003
33899,440403278,Number the Stars (Yearling Newbery),Lois Lowry,9,1990
33955,440419468,Holes,LOUIS SACHAR,['Juvenile Fiction'],2003
34004,440967694,The Outsiders,S. E. Hinton,['Juvenile Fiction'],1993
34078,441003257,Good Omens,Neil Gaiman,['Fiction'],1996
34246,441008615,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman,9,2001
34269,441172695,"Dune Messiah (Dune Chronicles, Book 2)",Frank Herbert,['Dune (Imaginary place)'],1994
34331,441569595,Neuromancer (Remembering Tomorrow),William Gibson,9,1995
34510,446329142,Bloodline,Sidney Sheldon,9,1982
34513,446341932,Stranger In the Mirror,Sidney Sheldon,9,1982
34522,446350109,Windmills of the Gods,Sidney Sheldon,['Fiction'],1987
34593,446354678,Memories of Midnight,Sidney Sheldon,['Fiction'],1991
34649,446356832,The Sands of Time,Sidney Sheldon,9,1989
34733,446363499,A Coral Kiss,Jayne Ann Krentz,['Fiction'],1992
34748,446364762,The Stars Shine Down,Sidney Sheldon,['Fiction'],1993
34805,446527785,A Bend in the Road,Nicholas Sparks,9,2001
34896,446529540,Futureland: Nine Stories of an Imminent World,Walter Mosley,9,2001
34904,446605239,The Notebook,Nicholas Sparks,9,1998
35369,448060043,Alice in Wonderland and Through the Looking Glass (Illustrated Junior Library),Charles Lutwidge Dodgson,['Juvenile Fiction'],1946
35384,449005550,Candles on Bay Street,K.C. McKinnon,9,2000
35388,449226182,Amethyst Dreams,Phyllis A. Whitney,9,1998
35413,449242765,Star Gate,Andre Norton,9,1980
35418,451088816,Fool's Die,Mario Puzo,9,1979
35428,451137965,Thinner,Stephen King,['Fiction'],1985
35520,451150244,Pet Sematary,Stephen King,['Animals'],1984
35531,451167317,The Dark Half,Stephen King,['Fiction'],1994
35684,451167716,The Godfather,Mario Puzo,9,2004
35738,451201914,Winter Raven,Cassie Edwards,9,2000
35747,451406176,The Duke,Catherine Coulter,['Great Britain'],1995
35771,451408845,Moonspun Magic,Catherine Coulter,9,1999
35795,451409256,Making Minty Malone,Isabel Wolff,9,2000
35838,451522389,The Time Machine and the Invisible Man,H. G. Wells,['Fiction'],1984
35847,451523415,Little Women (Signet Classic),Louisa May Alcott,['Juvenile Fiction'],1988
35871,451524934,1984,George Orwell,['London (England)'],1990
36063,451526279,Emma (Signet Classics (Paperback)),Jane Austen,['Fiction'],1996
36093,451526341,Animal Farm,George Orwell,['Fiction'],2004
36257,451628276,Great Dialogues of Plato,W.H.D. Rouse,9,1990
36263,452277337,Le Divorce (William Abrahams Book),Diane Johnson,['Fiction'],1997
36325,486415864,Great Expectations (Dover Thrift Editions),Charles Dickens,['Fiction'],2001
36331,515090379,Separate Beds,Lavyrle Spencer,9,1995
36371,515095524,The Burden,Mary Westmacott,['Fiction'],1988
36373,051510521X,Bitter Sweet,LaVyrle Spencer,['Fiction'],1995
36427,051512317X,Rising Tides,Nora Roberts,9,2001
36531,515130923,Dawn in Eclipse Bay,Jayne Ann Krentz,['Fiction'],2001
36576,051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,['Fiction'],2002
36813,051788139X,The Harmony Illustrated Encyclopedia of Country Music,Alan Cackett,['Music'],1994
36815,553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,9,1984
37031,553250531,The Valley of Horses,JEAN M. AUEL,['Fiction'],1984
37161,553263633,Martian Chronicles,Ray Bradbury,['Mars (Planet)'],1984
37167,553265741,Sacred Sins,Nora Roberts,['Fiction'],1990
37265,553273604,Of Love and Shadows,Isabel Allende,['Fiction'],1988
37302,553280325,Something Wicked This Way Comes,Ray Bradbury,9,1983
37323,553280589,Eva Luna,Isabel Allende,['Fiction'],1989
37391,553293761,Dazzle,Judith Krantz,['Fiction'],1992
37434,553350072,Witness for the Prosecution,Agatha Christie,['Popular literature'],1987
37436,553371010,The Complete Fairy Tales of the Brothers Grimm,Jack Zipes,['Fairy tales'],1992
37443,553560468,Wilderness Tips,Margaret Atwood,9,1993
37475,553571591,Mystique,Amanda Quick,['Fiction'],1996
37496,571197639,Poisonwood Bible Edition Uk,Barbara Kingsolver,['Americans'],1994
37522,575061596,About a boy,Nick Hornby,9,1998
37538,590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,['Juvenile Fiction'],1998
37706,590402129,Sounder,William H. Armstrong,9,1994
37711,059043893X,Dogsong,Gary Paulsen,"[""Children's stories""]",1994
37721,590440675,Upstairs Room,Johanna Reiss,['Jews'],1994
37736,613028155,The Neverending Story,Michael Ende,9,1999
37737,618002219,The Hobbit: or There and Back Again,J.R.R. Tolkien,['Juvenile Fiction'],1999
37807,618002227,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,['Fiction'],1999
37870,618002235,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,9,1999
37909,618002243,"The Return of the King (The Lord of The Rings, Part 3)",J. R. R. Tolkien,"['Fantasy fiction, English']",1999
37937,670035262,The Green Man : Tales from the Mythic Forest,Ellen Datlow,['Juvenile Fiction'],2002
37943,671015311,TO SHIELD THE QUEEN (Mystery at Queen Elizabeth I's Court (Paperback)),Fiona Buckley,['Fiction'],1998
37956,671021001,She's Come Undone (Oprah's Book Club),Wally Lamb,9,1998
38424,671040480,This Calder Range Volume 1,Janet Dailey,9,1999
38429,671465376,MURDER W MIRRORS,Christie,9,1982
38432,671525743,Night Whispers,Judith McNaught,['Fiction'],1999
38530,671527215,Hitchhikers's Guide to the Galaxy,Douglas Adams,9,1984
38599,067164405X,Blood and Water and Other Tales,Patrick McGrath,9,1988
38604,671676245,SILVER LININGS : SILVER LININGS,Jayne Ann Krentz,9,1991
38606,671786113,Fair Haven,JoAnn Ross,9,2000
38622,679405828,Jane Eyre (Everyman's Library Series),Charlotte Bronte,9,1991
38625,679409033,Love Always Remembers: A Book of Poems,Joan Walsh Anglund,9,1997
38626,679423079,Nicholas Nickleby (Everyman's Library),Charles Dickens,['Fiction'],1993
38627,679433228,Erotic Poems (Everyman's Library Pocket Poets),Peter Washington,9,1994
38631,679735909,Possession : A Romance,A.S. BYATT,9,1991
38772,679751343,Angels & Insects : Two Novellas,A.S. BYATT,['Fiction'],1994
38791,067976402X,Snow Falling on Cedars,David Guterson,['Fiction'],1995
39405,679879242,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,['Arctic regions'],1996
39451,679879250,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,['Juvenile Fiction'],1997
39477,681415207,The Immortal John Lennon: 1940-1980 (The Immortal Series),Michael Heatley,9,1992
39478,684833395,Catch 22,Joseph Heller,9,1996
39586,684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,['Biography & Autobiography'],1999
39912,684874350,ANGELA'S ASHES,Frank McCourt,['Biography & Autobiography'],1996
40181,743225406,The Shipping News : A Novel,Annie Proulx,9,2001
40373,743245024,The Forsyte Saga : The Man of Property and In Chancery,John Galsworthy,9,2002
40384,749748001,The Enchanted Wood,Enid Blyton,9,2002
40387,749748028,The Folk of the Faraway Tree,Enid Blyton,9,2002
40389,765300222,Into the Green,Charles de Lint,['Fiction'],2001
40391,801957729,Tripping in America;: Off the beaten track,Bill Thomas,9,1974
40405,080410753X,The Kitchen God's Wife,Amy Tan,9,1992
40678,804108552,Dead in the Water,Julie Smith,9,1993
40690,808520695,Cat's Cradle,Kurt Vonnegut,['Fiction'],1999
40701,811826848,The Beatles Anthology,Paul McCartney,['Biography & Autobiography'],2000
40708,812516214,Dreams Underfoot,Charles De Lint,['Fiction'],1995
40730,812542819,Divine Endurance,Gwyneth Jones,['Fiction'],1989
